City,District,Street,Area,Rooms,Floor,Year,Building Type,Heating,Furnishing,EnergyClass,Price
Vilnius,Valakampiai,Gervuogių g.,"90,45m2",3,3,2007,Brick,Gas,Fully,nan,365000
Šiauliai,Dainiai,Dainų g.,59m2,2,4,2008,Brick,Central thermostat,Fully,nan,149000
Šiauliai,Dainiai,Dainų g.,"61,49m2",3,2,1933,Brick,Gas,Fully,nan,56000
Kauno r. sav.,Panevėžiuko k.,Taikos g.,"37,14m2",1,2,1989,Brick,Solid fuel,Not,nan,24000
Raseinių r. sav.,Blinstrubiškių k.,Dvaro g.,"40,03m2",1,1,1926,Brick,Other,Fully,nan,11000
Vilniaus r. sav.,Rudaminos k.,Gamyklos g.,19m2,1,3,1985,Brick,"Central, electric",Fully,C,34900
Vilniaus r. sav.,Rudaminos k.,Gamyklos g.,"22,68m2",1,1,2022,Brick,Central,Partial,nan,98880
Marijampolės m.,Centras,Vasario 16-osios g.,"64,32m2",3,4,1970,Brick,Central thermostat,Fully,nan,69800
Vilnius,Karoliniškės,Loretos Asanavičiūtės g.,"46,6m2",2,1,1972,Block house,Central,Other,nan,95000
Vilnius,Naujoji Vilnia,Pergalės g.,"15,33m2",1,3,1967,Brick,Central,Fully,nan,25500
Vilnius,Užupis,Paupio g.,"12,6m2",1,4,1960,Brick,Central thermostat,Not,nan,44900
Vilnius,Senamiestis,Maironio g.,"38,71m2",2,2,1940,Brick,Gas,Fully,nan,188000
Vilnius,Senamiestis,Maironio g.,"63,83m2",3,5,1982,Block house,Central,Fully,nan,76500
Klaipėda,Bandužiai,Budelkiemio g.,78m2,3,9,1987,Block house,Central,Fully,nan,81500
Klaipėda,Centras,Karklų g.,68m2,3,1,1960,Brick,Central,Fully,nan,139900
Vilnius,Justiniškės,Rygos g.,60m2,3,2,2022,Brick,Central thermostat,Fully,B,165052
Šiauliai,Dainiai,Gegužių g.,"36,64m2",1,5,1989,Block house,Central,Fully,nan,42500
Šiauliai,Zokniai,Aerouosto g.,35m2,2,2,1982,Brick,Central,Fully,nan,22900
Kaunas,Sargėnai,Vandžiogalos pl.,"57,85m2",2,1,2002,Brick,Central,Fully,nan,93000
Klaipėda,Bandužiai,Bandužių g.,44m2,1,1,1990,Block house,Central thermostat,Fully,nan,50000
Klaipėda,Vingis,Šilutės pl.,33m2,1,4,1983,Block house,Central,Fully,nan,43700
Utenos m.,Vyturių,Sėlių g.,"63,8m2",3,5,1976,Block house,Central,Fully,nan,65500
Utenos m.,Vyturių,Sėlių g.,"65,53m2",3,2,1992,Brick,Central,Fully,nan,109000
Utenos m.,Vyturių,Sėlių g.,"37,18m2",2,3,2003,Brick,Electric,Fully,nan,107000
Kaunas,Freda,Europos pr.,"51,06m2",2,1,2022,Monolithic,Central thermostat,Partial,nan,125000
Vilnius,Grigiškės,Kovo 11-osios g.,"47,27m2",2,1,1975,Block house,Central,Fully,nan,81900
Panevėžys,Centras,Durpyno g.,49m2,2,5,1970,Brick,Central,Fully,nan,45000
Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.,"77,9m2",4,4,1975,Block house,Central,Other,nan,122000
Vilnius,Tarandė,Žozefo Pusjė g.,"86,11m2",4,1,2023,Brick,Aerothermal,Partial,nan,180000
Vilnius,Tarandė,Žozefo Pusjė g.,"42,82m2",3,3,2022,Brick,Electric,Fully,A,185000
Vilnius,Naujoji Vilnia,Pramonės g.,19m2,1,4,1969,Brick,Gas,Fully,nan,36000
Vilnius,Karoliniškės,Loretos Asanavičiūtės g.,63m2,3,9,1974,Monolithic,Central,Fully,nan,116000
Vilnius,Karoliniškės,Loretos Asanavičiūtės g.,"67,57m2",3,2,1984,Brick,Central thermostat,Fully,nan,156000
Vilnius,Pilaitė,Karaliaučiaus g.,"62,71m2",3,4,2021,Brick,Central thermostat,Fully,A,189000
Kaunas,Vaišvydava,J. Aisčio g.,"75,5m2",4,1,2022,Brick,Aerothermal,Partial,A++,129000
Šiauliai,Medelynas,Birutės g.,"23,73m2",1,1,1940,Carcass house,Solid fuel,Fully,nan,8900
Šiauliai,Rėkyva,Energetikų g.,"56,96m2",2,2,1954,Brick,Central,Fully,nan,29900
Šiauliai,Rėkyva,Energetikų g.,"47,71m2",2,5,1982,Brick,Central,Fully,nan,49900
Vilnius,Antakalnis,L. Sapiegos g.,"51,81m2",3,7,2004,Brick,Central,Fully,nan,280000
Vilnius,Senamiestis,A. Goštauto g.,55m2,3,1,1970,Brick,Gas,Fully,A,203000
Kaunas,Šilainiai,Rasytės g.,37m2,2,5,1982,Block house,Central,Fully,nan,76900
Šiauliai,Dainiai,Architektų g.,"80,53m2",4,5,1983,Block house,Central,Fully,nan,101900
Šiauliai,Gytariai,K. Korsako g.,"51,8m2",2,5,1989,Block house,Central,Fully,nan,59000
Kaunas,Dainava,Partizanų g.,44m2,2,1,1972,Block house,Central,Fully,nan,85000
Kaunas,Dainava,Partizanų g.,64m2,3,12,1978,Block house,Central,Fully,nan,110000
Kaunas,Šilainiai,Baltijos g.,50m2,2,5,1989,Block house,Central,Fully,nan,92000
Kaunas,Šilainiai,Šarkuvos g.,61m2,3,1,1987,Block house,Central,Fully,nan,105000
Kaunas,Aukštieji Šančiai,Daujėnų g.,"47,02m2",2,1,1940,Brick,"Gas, solid fuel",Fully,nan,58000
Kaunas,Šilainiai,Žaibo g.,42m2,2,3,2022,Monolithic,Central thermostat,Fully,A+,99900
Kaunas,Centras,Laisvės al.,"65,22m2",3,4,1975,Brick,Central,Fully,nan,146900
Vilnius,Santariškės,Žaliųjų Ežerų g.,"42,37m2",2,8,1982,Brick,Central thermostat,Not,nan,109900
Vilnius,Šeškinė,Gelvonų g.,"61,72m2",3,5,1982,Block house,Central,Fully,nan,115000
Vilnius,Naujoji Vilnia,Parko g.,"22,62m2",1,3,1984,Brick,Central,Fully,nan,43000
Alytus,Dainava,Naujoji g.,"50,4m2",2,5,1967,Brick,Central,Fully,nan,19950
Vilnius,Fabijoniškės,Salomėjos Nėries g.,"55,4m2",2,6,2006,Brick,Central thermostat,Fully,nan,125000
Panevėžys,Molainiai,Molainių g.,"49,91m2",2,3,1986,Block house,Central thermostat,Fully,nan,69500
Vilnius,Naujamiestis,V. Pietario g.,18m2,1,5,1966,Brick,Central,Fully,nan,35500
Alytus,Dainava,Tvirtovės g.,"70,96m2",4,3,1974,Brick,Central,Fully,nan,76000
Alytus,Dainava,Tvirtovės g.,49m2,2,2,1963,Block house,Central,Fully,nan,44499
Vilniaus r. sav.,Avižienių k.,Sudervės g.,18m2,1,1,1993,Brick,Gas,Fully,nan,32900
Šiauliai,Žaliūkiai,Tilžės g.,42m2,2,2,1964,Brick,Central,Fully,nan,57500
Klaipėda,Debrecenas,Debreceno g.,62m2,3,3,1971,Block house,Central,Fully,nan,85999
Klaipėda,Debrecenas,Debreceno g.,"61,7m2",3,3,1971,Block house,Central,Fully,nan,89900
Panevėžys,Skaistakalnis,Pajuostės pl.,51m2,2,4,1980,Brick,Central,Fully,C,72700
Vilnius,Naujamiestis,Skroblų g.,"41,43m2",2,3,2022,Block house,Central thermostat,Fully,nan,173000
Kaunas,Dainava,Birželio 23-iosios g.,"66,2m2",4,4,1968,Brick,Central,Fully,nan,110000
Kaunas,Šilainiai,Rasytės g.,"58,62m2",3,2,1985,Block house,Central,Fully,nan,119000
Vilnius,Pašilaičiai,Eitminų g.,59m2,3,2,2015,Brick,Central thermostat,Fully,nan,152000
Vilnius,Senamiestis,J. Jasinskio g.,49m2,2,3,1940,Brick,Central,Fully,nan,195000
Šiauliai,Dainiai,Gardino g.,50m2,2,1,1977,Block house,Central,Partial,nan,69300
Vilnius,Šeškinė,Šeškinės g.,"50,36m2",2,5,1980,Block house,Central,Fully,nan,110000
Vilnius,Šeškinė,Šeškinės g.,"32,41m2",1,3,1961,Brick,Central,Fully,nan,22000
Vilnius,Fabijoniškės,Fabijoniškių g.,"90,64m2",4,4,1994,Monolithic,Central,Fully,nan,139990
Vilnius,Fabijoniškės,Fabijoniškių g.,"90,64m2",3,4,1994,Monolithic,Central,Fully,nan,139990
Vilnius,Fabijoniškės,Fabijoniškių g.,"65,23m2",3,1,2007,Brick,Gas,Fully,nan,254000
Vilnius,Fabijoniškės,Fabijoniškių g.,"62,41m2",3,4,1965,Block house,Central,Fully,nan,90000
Kauno r. sav.,Užliedžių k.,Pienių g.,"49,82m2",2,2,2008,Brick,Central thermostat,Fully,nan,87000
Kaunas,Dainava,Taikos pr.,"49,46m2",2,4,1988,Brick,Central,Fully,nan,92000
Vilnius,Šnipiškės,Konstitucijos pr.,"130,54m2",3,16,2004,Brick,Central thermostat,Fully,nan,495000
Vilnius,Antakalnis,Šilo g.,"58,04m2",2,1,1959,Brick,Central,Fully,nan,189700
Vilnius,Senamiestis,Konstitucijos pr.,"130,54m2",3,16,2004,Brick,Central thermostat,Fully,nan,495000
Šiauliai,Centras,Varpo g.,"73,2m2",2,1,1958,Brick,Central,Fully,nan,138800
Šiauliai,Centras,Varpo g.,"73,2m2",3,1,1958,Brick,Central,Fully,nan,138800
Vilnius,Senamiestis,Vingrių g.,41m2,2,1,2001,Brick,Central,Fully,nan,185000
Kaunas,Freda,Jurginų g.,60m2,3,2,2022,Brick,Gas,Partial,B,125000
Vilnius,Žvėrynas,Liepyno g.,"49,51m2",2,5,1984,Brick,Central,Fully,nan,159998
Vilnius,Naujininkai,Prūsų g.,"21,7m2",1,8,1973,Brick,Central,Fully,nan,53500
Vilnius,Naujininkai,Prūsų g.,"62,4m2",3,1,2022,Brick,Aerothermal,Fully,nan,279000
Vilnius,Šiaurės miestelis,Kareivių g.,"34,02m2",2,5,1981,Brick,Central,Fully,nan,75800
Vilnius,Žirmūnai,Kareivių g.,"34,02m2",2,5,1981,Brick,Central,Fully,nan,75800
Vilnius,Šiaurės miestelis,Ozo g.,42m2,2,6,2022,Block house,Central thermostat,Fully,A,185000
Vilnius,Šnipiškės,Ozo g.,42m2,2,6,2022,Block house,Central thermostat,Fully,A,185000
Vilnius,Žirmūnai,Ozo g.,42m2,2,6,2022,Block house,Central thermostat,Fully,A,185000
Vilnius,Baltupiai,Ozo g.,42m2,2,6,2022,Block house,Central thermostat,Fully,A,185000
Kaunas,Centras,Laisvės al.,85m2,3,5,2011,Brick,Central thermostat,Fully,nan,480000
Kaunas,Centras,Laisvės al.,115m2,4,6,2011,Brick,Central thermostat,Fully,nan,700000
Kaunas,Centras,Laisvės al.,47m2,2,3,2022,Brick,Central thermostat,Partial,nan,180000
Vilnius,Bajorai,Bajorų kel.,56m2,2,4,2010,Brick,Central thermostat,Fully,nan,140000
Vilnius,Pašilaičiai,Žemynos g.,"68,34m2",3,8,1988,Monolithic,Central,Fully,nan,116000
Vilnius,Pašilaičiai,Žemynos g.,45m2,2,1,1991,Brick,Other,Partial,nan,85500
Kaunas,Romainiai,Medingėnų g.,56m2,3,1,2020,Brick,Gas,Fully,nan,153000
Kaunas,Žaliakalnis,Aušros g.,105m2,3,1,1930,Brick,Central,Fully,nan,120000
Kaunas,Žaliakalnis,Žeimenos g.,53m2,2,2,2023,Brick,Central thermostat,Fully,nan,145000
Kaunas,Aukštieji Šančiai,Alsėdžių g.,"52,67m2",2,1,1977,Brick,Central,Fully,nan,67990
Vilnius,Salininkai,Salininkų g.,67m2,3,3,1989,Brick,Central,Fully,nan,89900
Kaunas,Žemieji Šančiai,A. Juozapavičiaus pr.,"62,77m2",3,3,2022,Monolithic,Central thermostat,Fully,nan,153787
Kaunas,Žemieji Šančiai,A. Juozapavičiaus pr.,"62,62m2",3,3,2022,Monolithic,Central thermostat,Partial,nan,128684
Kaunas,Aleksotas,O. Milašiaus g.,76m2,3,1,2023,Brick,Electric,Partial,nan,149000
Kaunas,Aleksotas,O. Milašiaus g.,"36,21m2",2,5,2022,Brick,Central,Partial,A++,115872
Kaunas,Aleksotas,O. Milašiaus g.,"50,38m2",2,3,1985,Block house,Central,Fully,nan,55000
Kaunas,Žemutiniai Kaniūkai,Įkalnės aklg.,74m2,3,1,2010,Brick,Gas,Fully,nan,149000
Kaunas,Žemutiniai Kaniūkai,Įkalnės aklg.,"33,1m2",1,2,1976,Block house,Central,Fully,nan,35000
Kaunas,Šilainiai,Baltijos g.,"37,59m2",2,2,1985,Block house,Central,Fully,nan,58000
Šiauliai,Centras,Putinų g.,"44,4m2",2,5,1970,Block house,Central,Fully,nan,57900
Vilnius,Šiaurės miestelis,Žygio g.,"94,84m2",4,4,1998,Brick,Gas,Fully,nan,255000
Vilnius,Žirmūnai,Žygio g.,"95,84m2",4,4,1998,Brick,Gas,Fully,nan,255000
Vilnius,Justiniškės,Taikos g.,"66,18m2",3,5,1983,Block house,Central,Fully,nan,132000
Vilnius,Pašilaičiai,Pavilnionių g.,"62,05m2",2,4,2007,Brick,Central thermostat,Fully,nan,145000
Šiauliai,Centras,Trakų g.,54m2,3,5,1963,Brick,Central,Fully,nan,59000
Vilnius,Senamiestis,Šaltinių g.,"75,57m2",3,5,2016,Brick,Central thermostat,Fully,nan,399000
Vilnius,Senamiestis,Šaltinių g.,"75,57m2",3,5,2016,Brick,Central thermostat,Fully,nan,399000
Vilnius,Užupis,Užupio g.,52m2,2,1,1940,Brick,"Solid fuel, electric",Fully,nan,240000
Kaunas,Žemieji Šančiai,A. Juozapavičiaus pr.,"52,7m2",2,6,2022,Monolithic,Central thermostat,Partial,nan,121210
Klaipėda,Vėtrungė,Taikos pr.,65m2,2,14,2009,Monolithic,Central thermostat,Fully,nan,165000
Vilnius,Karoliniškės,Sietyno g.,41m2,1,2,2004,Brick,Central thermostat,Fully,nan,125500
Vilnius,Naujamiestis,Savanorių pr.,43m2,2,4,1962,Brick,Central,Fully,nan,83000
Šiauliai,Gytariai,Gegužių g.,50m2,2,8,1989,Block house,Central,Fully,nan,69900
Šiauliai,Gytariai,Gegužių g.,50m2,2,1,2016,Brick,Central thermostat,Partial,nan,14500
Panevėžys,Centras,Parko g.,118m2,4,12,1995,Brick,Central,Fully,nan,120000
Vilnius,Bajorai,Bajorų kel.,"40,7m2",2,2,2022,Brick,Central thermostat,Partial,A+,117700
Panevėžys,Kniaudiškiai,Ainių g.,"48,61m2",2,1,2022,Brick,Central,Partial,nan,87500
Vilnius,Bajorai,Bajorų kel.,61m2,3,4,2022,Brick,Central thermostat,Partial,A+,159200
Vilnius,Bajorai,Bajorų kel.,"27,6m2",1,3,2022,Brick,Central thermostat,Partial,A+,88000
Vilnius,Lazdynėliai,Lietaus g.,"30,31m2",1,4,2022,Monolithic,Central thermostat,Partial,A+,97300
Vilnius,Bajorai,Bajorų kel.,26m2,1,3,2022,Brick,Central thermostat,Partial,A+,79000
Vilnius,Bajorai,Bajorų kel.,"26,97m2",1,3,2022,Brick,Central thermostat,Partial,A+,85000
Vilnius,Lazdynėliai,Lietaus g.,"56,8m2",3,4,2022,Monolithic,Central thermostat,Partial,A+,186500
Vilnius,Žirmūnai,Tuskulėnų g.,"38,5m2",2,1,2022,Brick,Central thermostat,Partial,A+,148100
Vilnius,Žirmūnai,Tuskulėnų g.,"40,3m2",2,1,2022,Brick,Central thermostat,Partial,A+,155000
Vilnius,Žirmūnai,Tuskulėnų g.,"40,3m2",2,1,2022,Brick,Central thermostat,Fully,A+,155000
Vilnius,Žirmūnai,Tuskulėnų g.,"38,46m2",2,1,2022,Brick,Central thermostat,Partial,A+,148100
Vilnius,Lazdynėliai,Lietaus g.,"33,37m2",2,4,2022,Brick,Central thermostat,Partial,A+,103400
Vilnius,Žirmūnai,Tuskulėnų g.,36m2,2,4,2022,Brick,Central thermostat,Partial,A+,160200
Vilnius,Žirmūnai,Tuskulėnų g.,36m2,2,4,2022,Brick,Central thermostat,Partial,nan,160200
Vilnius,Žirmūnai,Tuskulėnų g.,36m2,2,4,2022,Brick,Central thermostat,Partial,nan,160200
Vilnius,Lazdynėliai,Lietaus g.,"33,5m2",2,3,2022,Monolithic,Central thermostat,Partial,A+,110500
Vilnius,Bajorai,Bajorų kel.,"50,64m2",3,1,2022,Brick,Central thermostat,Partial,nan,135900
Vilnius,Bajorai,Bajorų kel.,"54,7m2",3,1,2022,Brick,Central thermostat,Partial,A+,152500
Vilnius,Užupis,Polocko g.,"78,6m2",3,4,2021,Brick,Central thermostat,Partial,A+,355500
Vilnius,Užupis,Polocko g.,"78,6m2",3,4,2022,Brick,Central thermostat,Partial,nan,355500
Vilnius,Užupis,Polocko g.,"63,6m2",2,4,2021,Brick,Central thermostat,Partial,A+,317500
Klaipėda,Centras,Danės g.,42m2,2,3,1973,Brick,Central thermostat,Fully,nan,109000
Vilnius,Lazdynėliai,Lietaus g.,"33,8m2",1,2,2022,Monolithic,Central thermostat,Partial,A+,104000
Vilnius,Lazdynėliai,Lietaus g.,"33,31m2",1,1,2022,Monolithic,Central thermostat,Partial,A+,92900
Vilnius,Bajorai,Bajorų kel.,"21,7m2",1,3,2022,Brick,Central thermostat,Partial,A+,74000
Vilnius,Žirmūnai,Tuskulėnų g.,"40,3m2",2,2,2022,Brick,"Electric, central thermostat",Fully,A+,171200
Vilnius,Žirmūnai,Tuskulėnų g.,"40,29m2",2,2,2022,Brick,Central thermostat,Fully,A+,171200
Vilnius,Žirmūnai,Tuskulėnų g.,"40,29m2",2,2,2022,Brick,Central thermostat,Fully,nan,171200
Šiauliai,Centras,Vytauto g.,"19,98m2",1,5,1976,Block house,Central,Fully,nan,23500
Vilnius,Bajorai,Bajorų kel.,"40,23m2",2,4,2022,Brick,Central thermostat,Partial,A+,119100
Vilnius,Bajorai,Bajorų kel.,"40,23m2",2,4,2023,Brick,Central thermostat,Partial,A+,119100
Klaipėda,Giruliai,Šlaito g.,120m2,3,1,2016,Brick,Gas,Fully,nan,330000
Klaipėda,Giruliai,Šlaito g.,"48,48m2",2,3,1990,Brick,Central,Fully,nan,47000
Kaunas,Centras,Karaliaus Mindaugo pr.,75m2,3,1,1959,Brick,Central,Fully,nan,249999
Šiauliai,Centras,S. Nėries g.,28m2,1,1,1932,Log house,Solid fuel,Fully,nan,19300
Šiauliai,Centras,Dvaro g.,53m2,2,4,1986,Brick,Central,Fully,nan,88700
Vilnius,Naujoji Vilnia,Linksmoji g.,"58,16m2",2,4,1996,Brick,Central,Fully,nan,97000
Ignalinos r. sav.,Didžiasalio k.,Karalyčios g.,"30,78m2",3,4,1987,Brick,Central,Other,nan,400
Ignalinos r. sav.,Didžiasalio k.,Dumblio g.,"30,8m2",3,5,1990,Brick,Central,Other,nan,400
Klaipėda,Vingis,I. Simonaitytės g.,55m2,2,8,1979,Block house,Central,Fully,nan,65999
Klaipėda,Vingis,I. Simonaitytės g.,55m2,2,8,1979,Block house,Central,Fully,nan,65990
Klaipėda,Vingis,I. Simonaitytės g.,55m2,2,8,1979,Block house,Central,Fully,nan,65990
Šiauliai,Centras,Tilžės g.,"79,37m2",4,2,1930,Brick,Gas,Fully,nan,198000
Šiauliai,Centras,Tilžės g.,"35,77m2",2,2,2005,Brick,Central thermostat,Fully,nan,72000
Klaipėda,Paupiai,Ragainės g.,35m2,2,2,2021,Brick,Central thermostat,Fully,nan,102000
Vilnius,Senamiestis,S. Skapo g.,51m2,2,1,1940,Brick,Electric,Fully,nan,226000
Vilnius,Senamiestis,Mindaugo g.,"69,27m2",3,3,2021,Brick,Geothermal,Fully,nan,484890
Vilnius,Senamiestis,Mindaugo g.,"30,2m2",1,1,2022,Brick,Other,Fully,nan,135000
Šiauliai,Žaliūkiai,Tilžės g.,"17,51m2",1,4,1972,Brick,Central,Fully,nan,8500
Šiauliai,Žaliūkiai,Tilžės g.,"51,91m2",2,1,1973,Brick,Central,Other,nan,44950
Klaipėda,Žardininkai,Žardininkų g.,49m2,2,1,1987,Block house,Central,Fully,nan,64000
Klaipėda,Žardininkai,Žardininkų g.,49m2,2,1,1987,Block house,Central,Other,nan,63999
Klaipėda,Bandužiai,Jūrininkų pr.,38m2,1,4,1991,Block house,Central,Fully,nan,59800
Klaipėda,Bandužiai,Jūrininkų pr.,39m2,1,4,1991,Block house,Central,Fully,nan,59800
Klaipėda,Bandužiai,Jūrininkų pr.,38m2,2,4,1991,Block house,Central,Fully,nan,59800
Klaipėda,Bandužiai,Jūrininkų pr.,39m2,1,4,1991,Block house,Central,Fully,nan,59800
Klaipėda,Senamiestis,J. Karoso g.,46m2,2,2,1954,Brick,Central,Fully,nan,137000
Vilnius,Naujamiestis,Geležinio Vilko g.,41m2,2,3,1980,Brick,Central,Fully,nan,79000
Vilnius,Baltupiai,Kalvarijų g.,46m2,2,1,1977,Block house,Central thermostat,Fully,nan,119999
Vilnius,Žirmūnai,Kalvarijų g.,46m2,2,1,1977,Block house,Central thermostat,Fully,nan,119999
Vilnius,Naujamiestis,Kauno g.,"25,03m2",1,9,1978,Brick,Central,Fully,nan,69000
Vilnius,Naujamiestis,Kauno g.,36m2,3,3,2021,Brick,Electric,Fully,nan,146000
Vilnius,Naujamiestis,Kauno g.,"44,86m2",2,5,1969,Brick,Central thermostat,Fully,nan,42000
Klaipėda,Centras,Medžiotojų g.,35m2,1,4,1987,Brick,Central,Fully,nan,67000
Vilnius,Lazdynai,Architektų g.,"63,57m2",3,8,1970,Block house,Central,Fully,nan,102000
Vilnius,Lazdynai,Architektų g.,"49,94m2",2,4,1970,Brick,Geothermal,Fully,nan,47000
Vilnius,Lazdynai,Architektų g.,"56,79m2",2,3,2008,Brick,Gas,Fully,nan,349000
Panevėžys,Kniaudiškiai,Kniaudiškių g.,"49,67m2",2,1,1986,Block house,Central,Fully,nan,46000
Vilnius,Pilaitė,Sidaronių g.,"60,62m2",2,3,2022,Brick,Central thermostat,Partial,nan,163674
Vilnius,Pilaitė,Sidaronių g.,"60,62m2",2,3,2022,Brick,Central thermostat,Partial,nan,163674
Panevėžys,Centras,Beržų g.,"54,23m2",2,4,1968,Brick,Central,Fully,nan,53000
Vilnius,Pilaitė,Sidaronių g.,"50,47m2",2,2,2022,Brick,Central thermostat,Partial,nan,136269
Vilnius,Buivydiškės,Sidaronių g.,"50,2m2",2,2,2022,Brick,Central thermostat,Partial,nan,135540
Alytus,Putinai,Šaltinių g.,"61,28m2",3,5,1971,Block house,Central,Fully,nan,65000
Klaipėda,Centras,M. Mažvydo al.,45m2,2,3,1951,Brick,Central,Fully,nan,95000
Klaipėda,Centras,M. Mažvydo al.,45m2,2,3,1951,Brick,Central,Fully,nan,95000
Klaipėda,Centras,M. Mažvydo al.,45m2,2,3,1958,Brick,Central,Fully,nan,95000
Klaipėda,Centras,M. Mažvydo al.,45m2,2,3,1958,Brick,Central thermostat,Fully,nan,95000
Kauno r. sav.,Raudondvario k.,Instituto g.,67m2,3,4,1973,Brick,Central,Fully,nan,100500
Kauno r. sav.,Raudondvario k.,Instituto g.,22m2,1,7,1968,Block house,Central,Fully,nan,36000
Panevėžio r. sav.,Velžio k.,Žemdirbių g.,"79,13m2",4,3,1979,Brick,Gas,Fully,nan,86700
Kaunas,Senamiestis,Šv. Gertrūdos g.,84m2,4,3,1895,Brick,Other,Other,nan,109000
Vilnius,Lazdynėliai,Lazdynėlių g.,"45,32m2",2,1,2019,Brick,Central thermostat,Fully,nan,169000
Klaipėda,Smeltė,Minijos g.,"40,56m2",1,5,2010,Monolithic,Central thermostat,Fully,nan,115000
Klaipėda,Smeltė,Minijos g.,"41,7m2",2,1,1966,Brick,"Central, solid fuel",Fully,nan,18777
Vilnius,Pilaitė,Karaliaučiaus g.,"60,2m2",3,4,2022,Brick,Central thermostat,Partial,nan,156200
Vilnius,Pilaitė,Gilužio g.,"53,53m2",3,8,2022,Brick,Central thermostat,Partial,nan,186700
Vilnius,Naujamiestis,Kedrų g.,22m2,1,3,1982,Brick,Central,Fully,nan,83900
Vilnius,Naujamiestis,Kedrų g.,15m2,1,3,1982,Brick,Central,Fully,nan,65900
Vilnius,Naujamiestis,Kedrų g.,19m2,1,3,1982,Brick,Central,Fully,nan,77900
Vilnius,Pašilaičiai,Gabijos g.,50m2,2,1,1987,Block house,Central,Fully,nan,110000
Vilnius,Senamiestis,Gedimino pr.,63m2,2,6,1940,Brick,Central thermostat,Fully,nan,420000
Vilnius,Senamiestis,Gedimino pr.,35m2,1,3,1978,Brick,Central,Fully,nan,30500
Klaipėda,Vėtrungė,Birutės g.,"36,26m2",1,4,2008,Brick,Central thermostat,Fully,nan,95000
Klaipėda,Melnragė,Molo g.,"75,4m2",3,1,1936,Brick,Gas,Fully,nan,115000
Klaipėda,Melnragė,Molo g.,"45,89m2",2,1,1973,Brick,Central,Fully,nan,37500
Klaipėda,Melnragė,Molo g.,"36,33m2",1,5,1979,Block house,Central,Fully,nan,40000
Vilnius,Šeškinė,Buivydiškių g.,33m2,2,3,2022,Brick,Central thermostat,Partial,nan,62700
Klaipėda,Baltija,Baltijos pr.,27m2,1,5,1970,Brick,Electric,Fully,nan,55000
Klaipėda,Baltija,Baltijos pr.,"58,5m2",3,4,2022,Brick,Central thermostat,Partial,A+,175500
Kaunas,Vilijampolė,Neries krant.,"44,94m2",2,2,1964,Block house,Central,Partial,nan,62000
Kaunas,Šilainiai,Kuršių g.,83m2,4,7,1987,Block house,Central,Fully,nan,105000
Vilnius,Naujamiestis,Skroblų g.,"40,63m2",2,4,2022,Block house,Central thermostat,Fully,nan,173000
Klaipėda,Sportininkai,Malūnininkų g.,70m2,3,1,1974,Brick,Central,Fully,nan,140000
Klaipėda,Naujakiemis,Šiaulių g.,"63,13m2",3,5,1975,Block house,Central,Fully,nan,84000
Vilnius,Santariškės,Dangeručio g.,57m2,3,3,2022,Brick,Aerothermal,Fully,A++,204000
Vilnius,Santariškės,Dangeručio g.,"61,32m2",3,1,1970,Brick,"Electric, gas, solid fuel, other",Partial,nan,31000
Vilnius,Lazdynai,Erfurto g.,78m2,4,4,1969,Block house,Central,Fully,nan,128000
Klaipėda,Sportininkai,Malūnininkų g.,30m2,2,2,1974,Brick,Central thermostat,Fully,nan,44000
Šiauliai,Dainiai,Architektų g.,36m2,1,4,1984,Block house,Central,Fully,nan,39000
Vilnius,Žirmūnai,Žalgirio g.,"68,41m2",3,5,1979,Block house,Central,Fully,nan,139000
Kaunas,Šilainiai,A. Šapokos g.,"70,28m2",3,1,2023,Brick,Aerothermal,Partial,A++,117500
Klaipėda,Centras,Sausio 15-osios g.,43m2,2,4,1964,Brick,Central,Fully,nan,94500
Klaipėda,Debrecenas,Debreceno g.,33m2,2,2,1976,Brick,Central,Fully,nan,38500
Klaipėda,Debrecenas,Debreceno g.,44m2,2,3,1971,Block house,Central,Fully,nan,42000
Vilnius,Senamiestis,J. Basanavičiaus g.,62m2,3,4,1940,Brick,Gas,Fully,nan,340000
Vilnius,Naujininkai,Pelesos g.,"13,88m2",1,3,1964,Brick,Central,Fully,nan,21000
Kaunas,Vilijampolė,Panerių g.,"21,57m2",1,1,1932,Wooden house,Central,Fully,nan,34000
Vilnius,Antakalnis,P. Vileišio g.,"47,16m2",2,3,1967,Block house,Electric,Fully,nan,159000
Vilnius,Lazdynai,Erfurto g.,"32,83m2",1,2,1969,Block house,Central,Not,nan,69000
Vilnius,Lazdynai,Erfurto g.,56m2,2,1,1984,Brick,Aerothermal,Fully,nan,54000
Kaunas,Žaliakalnis,A. Mackevičiaus g.,"53,1m2",3,1,1961,Wooden house,Solid fuel,Not,nan,55000
Šiauliai,Centras,Žemaitės g.,54m2,3,2,1952,Brick,Central,Fully,nan,65500
Šiauliai,Zokniai,Radviliškio g.,33m2,1,2,1960,Brick,Central,Fully,nan,37500
Kaunas,Žaliakalnis,Žeimenos g.,56m2,2,3,2022,Brick,Central thermostat,Fully,A+,169000
Kaunas,Žaliakalnis,Žeimenos g.,"25,89m2",1,1,2018,Brick,Electric,Fully,nan,129000
Kaunas,Žaliakalnis,Žeimenos g.,"40,26m2",2,1,2021,Brick,Gas,Fully,A+,185000
