City,District,Street,Area,Rooms,Floor,Year,Building Type,Heating,Furnishing,EnergyClass,Price
Vilnius,Žvėrynas,Lapių g.,"36,19m2",2,2,2023,Brick,Geothermal,Fully,A+,224378
Vilnius,Baltupiai,Didlaukio g.,"49,68m2",3,2,1978,Block house,Central thermostat,Fully,nan,143000
Vilnius,Baltupiai,Didlaukio g.,50m2,2,5,1972,Brick,Central,Fully,nan,25000
Vilnius,Pašilaičiai,Perkūnkiemio g.,"76,58m2",3,12,2009,Brick,Central thermostat,Partial,nan,235000
Vilnius,Pašilaičiai,Perkūnkiemio g.,"160,71m2",4,1,1991,Brick,"Gas, solid fuel",Partial,nan,59000
Vilnius,Naujamiestis,S. Konarskio g.,50m2,2,3,1977,Block house,Central thermostat,Fully,nan,150000
Vilnius,Šiaurės miestelis,J. Galvydžio g.,"58,54m2",3,4,2007,Brick,Central thermostat,Fully,nan,170000
Kauno r. sav.,Sietyno k.,Pilėnų g.,"85,24m2",3,1,1994,Brick,Solid fuel,Fully,nan,68500
Panevėžys,Klaipėdos,Parko g.,64m2,3,2,1973,Block house,Central,Partial,nan,65300
Kaunas,Žaliakalnis,Žeimenos g.,"48,01m2",2,4,2023,Brick,Central thermostat,Partial,nan,115224
Kaunas,Žaliakalnis,Žeimenos g.,"74,45m2",3,1,2023,Brick,Central thermostat,Partial,A++,178680
Kaunas,Žaliakalnis,Žeimenos g.,46m2,2,1,1969,Brick,Central thermostat,Fully,nan,119000
Panevėžys,Rožės,Radastų g.,"46,22m2",2,2,1970,Brick,Gas,Fully,nan,38900
Vilnius,Justiniškės,Rygos g.,"74,02m2",3,7,2021,Brick,Central thermostat,Partial,nan,165000
Vilnius,Justiniškės,Rygos g.,29m2,1,3,2020,Brick,Electric,Fully,nan,125000
Kaunas,Šilainiai,Baltijos g.,"48,81m2",2,5,1991,Block house,Electric,Fully,nan,76900
Vilnius,Žvėrynas,Lokių g.,"59,56m2",3,1,2009,Brick,Central thermostat,Fully,nan,245000
Klaipėda,Centras,Kuosų g.,87m2,3,17,2009,Monolithic,Central thermostat,Fully,nan,165000
Klaipėda,Vėtrungė,Kuosų g.,87m2,3,17,2009,Monolithic,Central thermostat,Fully,nan,164900
Klaipėda,Centras,Kuosų g.,87m2,3,17,2009,Monolithic,Central thermostat,Fully,nan,165000
Klaipėda,Vėtrungė,Kuosų g.,87m2,3,17,2009,Monolithic,Central thermostat,Fully,nan,164900
Klaipėda,Vėtrungė,Kuosų g.,"29,79m2",1,2,2021,Brick,Geothermal,Fully,nan,115000
Klaipėda,Vėtrungė,Kuosų g.,"29,53m2",2,1,2014,Brick,Electric,Fully,nan,99000
Klaipėda,Vėtrungė,Kuosų g.,"68,58m2",4,2,1968,Brick,Central,Fully,nan,147777
Klaipėda,Vėtrungė,Kuosų g.,"19,67m2",1,2,2022,Brick,Electric,Fully,nan,75555
Vilnius,Šiaurės miestelis,Verkių g.,"37,08m2",2,3,1982,Brick,Central,Fully,nan,88500
Vilnius,Naujamiestis,Vytenio g.,"43,42m2",2,3,2023,Brick,Central thermostat,Partial,A+,186700
Vilnius,Naujamiestis,Vytenio g.,"39,57m2",2,2,2023,Brick,Central thermostat,Partial,A+,178200
Vilnius,Antakalnis,Vytauto Žalakevičiaus g.,74m2,3,1,2016,Brick,Central thermostat,Fully,nan,315000
Vilnius,Šnipiškės,Olimpiečių g.,"130,72m2",4,3,2006,Brick,Central,Fully,nan,590000
Vilnius,Šnipiškės,Olimpiečių g.,"130,72m2",3,3,2006,Brick,Central,Fully,nan,590000
Kaunas,Centras,Kęstučio g.,"51,41m2",2,4,1936,Brick,Central thermostat,Fully,nan,169000
Šiauliai,Gytariai,Gytarių g.,84m2,4,2,1993,Block house,Central,Fully,nan,72500
Šiauliai,Gytariai,Gytarių g.,122m2,4,2,2013,Brick,Central thermostat,Fully,nan,117000
Vilnius,Naujoji Vilnia,Linksmoji g.,"73,08m2",4,1,1986,Brick,Central,Fully,nan,112000
Vilnius,Antakalnis,Plytinės g.,73m2,2,1,2006,Brick,Central thermostat,Fully,nan,215000
Alytus,Dainava,Žiburio g.,49m2,3,5,1968,Brick,Central,Fully,nan,44800
Vilnius,Fabijoniškės,Fabijoniškių g.,"83,75m2",4,15,1993,Monolithic,Central,Fully,nan,153000
Šiauliai,Žaliūkiai,Tilžės g.,"49,98m2",2,4,1988,Brick,Central,Fully,nan,61900
Šiauliai,Centras,M. K. Čiurlionio g.,"17,75m2",1,5,1973,Brick,Central,Fully,nan,8000
Šiauliai,Centras,M. K. Čiurlionio g.,"64,7m2",3,4,1982,Block house,Central,Fully,nan,73500
Kaunas,Senamiestis,A. Jakšto g.,"52,5m2",2,3,1936,Brick,Central,Fully,nan,220000
Klaipėda,Naujakiemis,Statybininkų pr.,"78,4m2",4,3,1974,Block house,Central,Not,nan,85000
Kauno r. sav.,Ringaudų k.,Ryto tak.,"72,14m2",3,2,2022,Brick,"Electric, gas, other",Fully,nan,144000
Kaunas,Aleksotas,K. Dulksnio g.,"28,3m2",1,3,2023,Brick,Aerothermal,Partial,A++,62260
Vilniaus r. sav.,Buivydiškių k.,Parko g.,"44,98m2",3,3,1963,Brick,Central,Other,nan,51000
Vilniaus r. sav.,Buivydiškių k.,Parko g.,"32,14m2",2,3,1963,Brick,Central,Other,nan,27900
Vilniaus r. sav.,Buivydiškių k.,Parko g.,"32,44m2",2,3,1963,Brick,Central,Other,nan,28100
Vilniaus r. sav.,Buivydiškių k.,Parko g.,"59,81m2",4,3,1963,Brick,Central,Other,nan,47000
Vilniaus r. sav.,Buivydiškių k.,Parko g.,"21,79m2",2,3,1963,Brick,Central,Other,nan,18900
Vilniaus r. sav.,Buivydiškių k.,Parko g.,"21,33m2",2,3,1963,Brick,Central,Other,nan,18500
Kaunas,Freda,Saulėgrąžų g.,"66,48m2",2,4,2008,Brick,"Central thermostat, gas",Fully,A,157000
Vilniaus r. sav.,Buivydiškių k.,Parko g.,"45,15m2",2,3,1963,Brick,Central,Other,nan,34100
Alytus,Putinai,Šaltinių g.,"62,06m2",3,2,1974,Block house,Central,Fully,nan,63000
Vilnius,Karoliniškės,Vido Maciulevičiaus g.,"77,9m2",4,3,1973,Block house,Central,Fully,nan,130000
Vilnius,Užupis,Baltasis skg.,99m2,5,2,2022,Brick,Geothermal,Partial,nan,556773
Vilnius,Senamiestis,Baltasis skg.,99m2,5,2,2022,Brick,Geothermal,Partial,nan,556773
Vilnius,Žirmūnai,Tuskulėnų g.,"46,88m2",3,1,1969,Block house,Central,Fully,nan,134900
Vilniaus r. sav.,Buivydiškių k.,Parko g.,"39,18m2",2,3,1963,Brick,Central,Other,nan,44700
Klaipėda,Centras,Sausio 15-osios g.,"42,38m2",2,5,1963,Brick,Central,Fully,nan,68000
Vilnius,Pilaitė,Šarkuvos g.,"54,87m2",2,2,2018,Brick,Other,Fully,nan,148000
Vilnius,Šnipiškės,Kalvarijų g.,21m2,1,2,1970,Brick,Central,Fully,nan,73000
Vilnius,Viršuliškės,Tujų g.,"78,76m2",4,5,1978,Block house,Central,Fully,nan,135000
Vilnius,Baltupiai,Baltupio g.,"29,44m2",1,5,2023,Block house,Central thermostat,Partial,nan,99500
Marijampolės sav.,Trakiškių k.,Trakėnų g.,"67,92m2",3,1,1987,Brick,"Central, solid fuel",Fully,nan,80000
Šiauliai,Lieporiai,Skalvių g.,"148,56m2",6,5,1995,Brick,Central,Fully,nan,132000
Vilnius,Pašilaičiai,Laisvės pr.,43m2,1,4,1988,Block house,Central,Fully,nan,99000
Kaunas,Senamiestis,M. Daukšos g.,"70,97m2",2,3,1927,Brick,Gas,Fully,nan,235000
Kauno r. sav.,Teleičių k.,Klonio g.,"65,93m2",3,1,2023,Brick,Gas,Fully,nan,130600
Kauno r. sav.,Teleičių k.,Klonio g.,"48,94m2",2,2,2023,Brick,Gas,Fully,nan,97000
Kaunas,Žaliakalnis,Žeimenos g.,"62,58m2",3,3,2022,Brick,Central thermostat,Partial,A+,139900
Kaunas,Žaliakalnis,Žeimenos g.,"86,64m2",4,1,1995,Brick,Central thermostat,Fully,nan,165000
Vilnius,Naujoji Vilnia,Dūmų g.,84m2,2,2,1981,Brick,Electric,Fully,nan,77700
Vilnius,Naujoji Vilnia,Dūmų g.,38m2,1,1,1992,Brick,Central,Fully,nan,53999
Šiauliai,Gubernija,J. Basanavičiaus g.,32m2,1,2,1964,Brick,Central,Fully,nan,29500
Vilnius,Žirmūnai,Kalvarijų g.,"26,45m2",1,1,2013,Monolithic,Electric,Fully,nan,78700
Vilnius,Žirmūnai,Kalvarijų g.,"26,45m2",1,1,2013,Monolithic,Electric,Fully,nan,78700
Vilnius,Naujamiestis,M. K. Čiurlionio g.,130m2,4,4,1999,Brick,Electric,Fully,nan,580000
Vilnius,Naujamiestis,M. K. Čiurlionio g.,24m2,1,3,2000,Brick,Gas,Fully,nan,82000
Vilnius,Senamiestis,Aludarių g.,52m2,2,1,2019,Brick,Central thermostat,Fully,A,329990
Šiaulių r. sav.,Ginkūnų k.,Šiltnamių g.,"69,15m2",3,3,1991,Block house,Central,Fully,nan,84000
Šiaulių r. sav.,Ginkūnų k.,Šiltnamių g.,"52,41m2",2,3,2019,Brick,Central,Fully,nan,200000
Šiaulių r. sav.,Ginkūnų k.,Šiltnamių g.,"92,59m2",4,1,2022,Brick,Electric,Fully,nan,290000
Šiaulių r. sav.,Ginkūnų k.,Šiltnamių g.,"47,01m2",2,1,1971,Block house,Central,Fully,nan,46000
Anykščių r. sav.,Troškūnų m.,Vytauto g.,"47,9m2",2,2,1992,Brick,Solid fuel,Fully,nan,19500
Anykščių r. sav.,Troškūnų m.,Vytauto g.,"63,49m2",3,4,1987,Brick,Central,Fully,nan,59900
Panevėžys,Klaipėdos,Parko g.,"34,11m2",1,3,1976,Block house,Central,Fully,nan,29000
Klaipėda,Žardininkai,Reikjaviko g.,46m2,2,4,1978,Block house,Central,Fully,nan,69000
Klaipėda,Žardininkai,Reikjaviko g.,"46,55m2",2,4,1978,Block house,Central,Fully,nan,69000
Klaipėda,Žardininkai,Reikjaviko g.,"46,55m2",2,4,1978,Block house,Central,Fully,nan,69000
Vilnius,Senamiestis,M. K. Čiurlionio g.,50m2,3,2,1970,Other,Geothermal,Partial,nan,149500
Klaipėda,Centras,J. Janonio g.,"55,7m2",2,2,1960,Brick,Central,Fully,nan,109990
Vilnius,Fabijoniškės,P. Žadeikos g.,"85,79m2",3,7,1991,Monolithic,Central thermostat,Fully,nan,178499
Kaunas,Romainiai,Liucijanavos g.,69m2,3,2,2022,Brick,Gas,Fully,A+,123995
Vilnius,Žirmūnai,Tuskulėnų g.,61m2,3,1,1969,Block house,Central,Fully,nan,140000
Vilnius,Balsiai,Žaliųjų Ežerų g.,74m2,3,2,2018,Brick,"Central thermostat, other",Fully,nan,189000
Kaunas,Žaliakalnis,Radvilėnų pl.,"50,51m2",2,1,1952,Brick,Central,Fully,nan,89900
Vilnius,Senamiestis,Žemaitijos g.,"53,1m2",3,1,1940,Brick,Solid fuel,Fully,nan,190000
Vilnius,Antakalnis,L. Sapiegos g.,"51,81m2",3,7,2004,Brick,Central,Fully,nan,280000
Vilnius,Antakalnis,L. Sapiegos g.,31m2,1,4,1966,Brick,Central,Fully,nan,46500
Vilnius,Šiaurės miestelis,Apkasų g.,57m2,3,3,1964,Block house,Central,Fully,nan,120000
Šiauliai,Šimšė,Žuvininkų g.,"39,64m2",2,5,1982,Brick,Central,Fully,nan,35000
Vilnius,Senamiestis,Subačiaus g.,76m2,3,3,2020,Brick,Central thermostat,Fully,B,599000
Kauno r. sav.,Giraitės k.,Girios g.,45m2,2,3,2022,Brick,Gas,Partial,B,67500
Klaipėda,Senamiestis,Turgaus g.,"58,92m2",2,3,2014,Brick,Central thermostat,Fully,nan,295000
Vilnius,Baltupiai,Didlaukio g.,"49,17m2",2,1,1978,Block house,Central,Fully,nan,100000
Vilnius,Pilaitė,I. Kanto al.,"61,33m2",3,2,1992,Block house,Central,Fully,nan,109000
Vilnius,Užupis,Filaretų g.,110m2,4,1,1984,Brick,Central,Fully,C,223900
Vilnius,Užupis,Filaretų g.,110m2,3,1,1984,Brick,Central,Fully,C,223900
Vilnius,Rasos,Filaretų g.,110m2,4,1,1984,Brick,Central,Fully,C,223900
Vilnius,Antakalnis,Filaretų g.,110m2,4,1,1984,Brick,Central,Fully,C,223900
Alytus,Putinai,Šaltinių g.,"61,31m2",3,2,1972,Block house,Central,Fully,nan,59000
Panevėžys,Centras,Danutės g.,65m2,3,5,1970,Brick,Central,Fully,nan,50000
Klaipėda,Centras,Sausio 15-osios g.,49m2,2,3,2005,Brick,Central thermostat,Fully,A+,153000
Marijampolės m.,Kareivinės,Vytauto g.,"49,64m2",2,4,1994,Brick,Central,Fully,nan,63900
Marijampolės m.,Kareivinės,Vytauto g.,"35,63m2",2,5,2008,Brick,Central thermostat,Fully,nan,125000
Vilnius,Justiniškės,Rygos g.,"74,02m2",3,3,2022,Brick,Central thermostat,Fully,nan,180000
Vilnius,Justiniškės,Rygos g.,"70,01m2",3,2,2020,Brick,Electric,Fully,nan,220000
Klaipėda,Centras,H. Manto g.,"135,85m2",3,5,1976,Brick,Central,Fully,nan,180000
Klaipėda,Bandužiai,Budelkiemio g.,55m2,2,5,1989,Block house,Central,Fully,nan,64999
Klaipėda,Bandužiai,Budelkiemio g.,"18,19m2",1,3,2018,Brick,Central thermostat,Fully,nan,89000
Klaipėda,Bandužiai,Budelkiemio g.,"27,23m2",1,1,2019,Brick,Central thermostat,Fully,nan,63000
Vilnius,Naujamiestis,Vytenio g.,"47,19m2",2,4,1970,Brick,Central,Fully,nan,109000
Palanga,Palanga,Maironio g.,"83,4m2",3,3,2022,Brick,Central thermostat,Partial,nan,359000
Palanga,Palanga,Maironio g.,"83,4m2",3,3,2022,Brick,Central thermostat,Partial,nan,359000
Vilnius,Senamiestis,Aguonų g.,"84,4m2",3,1,2022,Brick,Central thermostat,Partial,nan,290000
Vilnius,Senamiestis,Aguonų g.,20m2,1,2,2020,Brick,Gas,Fully,nan,120000
Klaipėda,Bandužiai,Budelkiemio g.,55m2,2,5,1989,Block house,Central,Fully,nan,64500
Kaunas,Centras,H. ir O. Minkovskių g.,"46,01m2",2,1,2023,Brick,Central thermostat,Partial,A+,131100
Kaunas,Centras,H. ir O. Minkovskių g.,"59,17m2",3,1,2022,Brick,Central thermostat,Partial,nan,168700
Kaunas,Centras,H. ir O. Minkovskių g.,"69,17m2",3,2,2023,Brick,Central thermostat,Partial,A+,200700
Vilnius,Žirmūnai,Žirmūnų g.,"30,74m2",1,3,2008,Block house,Central thermostat,Fully,nan,114900
Vilnius,Žirmūnai,Žirmūnų g.,"23,78m2",1,4,2000,Brick,Gas,Fully,nan,69888
Vilnius,Žirmūnai,Žirmūnų g.,23m2,1,4,2000,Brick,Gas,Fully,nan,69580
Klaipėda,Debrecenas,Debreceno g.,63m2,3,7,1978,Brick,Central,Fully,nan,71000
Vilnius,Šnipiškės,Krokuvos g.,"72,97m2",3,8,1999,Brick,Central thermostat,Fully,nan,249500
Vilnius,Naujininkai,Kapsų g.,"37,61m2",2,2,2023,Monolithic,Central thermostat,Partial,nan,145500
Šiauliai,Centras,Vilniaus g.,"29,19m2",1,2,1960,Brick,Central,Fully,nan,46700
Radviliškio r. sav.,Aukštelkų k.,Taikos g.,"64,87m2",3,1,1984,Brick,Solid fuel,Fully,nan,38500
Marijampolės m.,Centras,Beržų g.,"33,16m2",1,3,1985,Block house,Central,Fully,nan,39000
Marijampolės m.,Centras,Kauno g.,"45,66m2",2,5,1970,Brick,Central,Fully,nan,62500
Šiauliai,Dainiai,Lyros g.,"64,61m2",3,4,1980,Block house,Central,Fully,nan,73500
Palanga,Šventoji,Paupio g.,"25,7m2",1,1,2022,Carcass house,Electric,Fully,nan,68500
Vilnius,Lazdynėliai,Lazdynėlių g.,"41,29m2",2,4,2019,Brick,Central thermostat,Fully,nan,157000
Vilnius,Naujoji Vilnia,Pramonės g.,29m2,1,2,1990,Brick,Electric,Partial,nan,29500
Panevėžio r. sav.,Dembavos k.,Melioratorių g.,49m2,2,4,1980,Brick,Central,Fully,A,73500
Panevėžio r. sav.,Dembavos k.,Melioratorių g.,"46,66m2",3,2,2020,Brick,Gas,Fully,nan,185000
Kaunas,Šilainiai,Rietavo g.,37m2,2,5,1987,Block house,Central,Fully,nan,55900
Klaipėda,Vėtrungė,Birutės g.,52m2,3,2,2009,Brick,Central thermostat,Fully,nan,148000
Klaipėda,Centras,Birutės g.,"52,85m2",3,2,2009,Brick,Central,Fully,nan,148000
Klaipėda,Centras,Birutės g.,"52,85m2",3,2,2009,Brick,Central,Fully,nan,148000
Klaipėda,Melnragė,Smilgų g.,"51,03m2",2,2,2015,Brick,Central thermostat,Fully,nan,165000
Klaipėda,Melnragė,Smilgų g.,32m2,1,3,1959,Brick,Central,Fully,nan,27000
Klaipėda,Melnragė,Smilgų g.,36m2,2,5,1988,Block house,Central,Fully,nan,39999
Klaipėda,Melnragė,Smilgų g.,"36,29m2",2,5,1988,Block house,Central,Fully,nan,39900
Vilnius,Antakalnis,P. Vileišio g.,"57,08m2",3,3,1963,Block house,Central,Fully,nan,150000
Vilnius,Pilaitė,Smalinės g.,"69,61m2",3,1,1995,Block house,Central,Fully,nan,129000
Klaipėda,Centras,Naujoji Uosto g.,"79,4m2",4,2,1918,Brick,Central thermostat,Fully,nan,146000
Vilnius,Naujamiestis,Vandentiekio g.,"26,54m2",1,0,1961,Brick,Central,Fully,nan,43500
Vilnius,Naujamiestis,Vandentiekio g.,"78,54m2",3,2,2012,Brick,Gas,Fully,nan,820000
Vilnius,Šnipiškės,A. Juozapavičiaus g.,"77,56m2",3,6,2008,Brick,Central,Fully,nan,375000
Kaunas,Centras,Vaidilutės g.,"23,86m2",1,2,1937,Brick,Central,Not,nan,41000
Vilnius,Naujamiestis,Kauno g.,"95,21m2",4,3,2023,Brick,Central thermostat,Partial,nan,155000
Vilnius,Jeruzalė,Baltupio g.,"61,27m2",2,5,2003,Brick,Central thermostat,Fully,nan,175000
Vilnius,Naujamiestis,Mindaugo g.,"47,82m2",2,5,2016,Brick,Central thermostat,Fully,nan,199000
Vilnius,Šiaurės miestelis,Žygio g.,"77,6m2",3,3,2007,Brick,Central thermostat,Fully,nan,239000
Vilnius,Fabijoniškės,L. Giros g.,"66,35m2",3,8,1990,Block house,Central,Fully,nan,129500
Palanga,Šventoji,Mokyklos g.,"62,89m2",2,4,2017,Monolithic,Gas,Fully,nan,178888
Vilnius,Pilaitė,Karaliaučiaus g.,"96,72m2",4,8,2022,Brick,Central thermostat,Partial,nan,321700
Vilnius,Pilaitė,Karaliaučiaus g.,"27,29m2",2,3,2021,Brick,Electric,Fully,A,115000
Vilnius,Pilaitė,Karaliaučiaus g.,39m2,2,1,2021,Brick,Electric,Fully,A,140000
Kaunas,Šilainiai,Rasytės g.,68m2,4,9,1987,Block house,Central,Fully,nan,93300
Vilnius,Pilaitė,Gilužio g.,"53,46m2",3,7,2022,Brick,Central thermostat,Partial,nan,181100
Vilnius,Lazdynai,Jonažolių g.,"62,41m2",2,4,2009,Brick,Central thermostat,Fully,nan,189000
Panevėžys,Centras,Marijonų g.,40m2,2,2,1960,Brick,Central,Fully,nan,44500
Panevėžys,Centras,Marijonų g.,"21,71m2",1,3,1978,Brick,Electric,Not,nan,49000
Vilnius,Šeškinė,Buivydiškių g.,"36,89m2",1,8,1980,Block house,Central,Fully,nan,74800
Elektrėnų sav.,Vievio m.,Stoties g.,"46,73m2",2,4,2021,Brick,Central thermostat,Fully,nan,69000
Vilnius,Žemieji Paneriai,Jankiškių g.,35m2,2,2,1985,Brick,Electric,Fully,nan,69400
Vilnius,Pilaitė,Simono Grunau g.,"40,01m2",2,2,2019,Brick,Gas,Not,B,83000
Vilnius,Naujoji Vilnia,Linksmoji g.,62m2,3,1,1987,Brick,Central,Fully,nan,134700
Vilnius,Naujamiestis,Birželio 23-iosios g.,53m2,2,2,2018,Brick,Central thermostat,Fully,nan,275000
Vilnius,Žvėrynas,Paribio g.,95m2,3,2,2005,Brick,Central thermostat,Fully,nan,390000
Vilnius,Žvėrynas,Paribio g.,40m2,2,3,2021,Brick,Gas,Fully,nan,124900
Vilnius,Žvėrynas,Paribio g.,"56,93m2",2,5,2017,Monolithic,Geothermal,Fully,nan,216334
Šiaulių r. sav.,Paringuvio k.,Ringuvos g.,"55,59m2",3,2,1996,Brick,Solid fuel,Fully,nan,32800
Vilnius,Naujamiestis,Algirdo g.,"49,53m2",3,3,2024,Brick,Central thermostat,Partial,A++,217932
Kaunas,Vilijampolė,Demokratų g.,"44,78m2",2,3,1964,Block house,Central,Other,nan,62500
Vilnius,Antakalnis,Antakalnio g.,"37,4m2",1,3,2016,Monolithic,Central thermostat,Fully,nan,132000
Klaipėdos r. sav.,Vėžaičių mstl.,Gargždų g.,"22,39m2",1,2,1973,Brick,Central,Fully,nan,36500
Vilniaus r. sav.,Kuprioniškių k.,Karių g.,85m2,4,1,2022,Brick,Aerothermal,Partial,nan,149950
Vilnius,Justiniškės,Rygos g.,"53,38m2",2,4,2010,Brick,Central thermostat,Fully,nan,183000
Vilnius,Lazdynėliai,Jonažolių g.,"64,75m2",2,6,2009,Brick,Central thermostat,Fully,nan,185000
Šiauliai,Lieporiai,Saulės tak.,"30,39m2",1,4,1971,Block house,Central,Fully,nan,53400
Šiauliai,Gytariai,K. Korsako g.,"63,94m2",3,4,1987,Block house,Central,Fully,nan,67500
Klaipėda,Naujakiemis,Statybininkų pr.,"64,44m2",3,4,1974,Block house,Central,Other,nan,73000
Klaipėda,Naujakiemis,Statybininkų pr.,32m2,1,3,1982,Brick,"Electric, central thermostat",Fully,nan,82000
Kauno r. sav.,Neveronių k.,Davalgonių g.,"49,77m2",2,3,1986,Block house,Central,Fully,nan,55000
Marijampolės m.,Degučiai,R. Juknevičiaus g.,"50,92m2",2,5,1975,Brick,Central,Fully,nan,65000
Vilnius,Karoliniškės,Dariaus Gerbutavičiaus g.,33m2,1,4,1974,Block house,Central,Fully,nan,80000
Vilnius,Karoliniškės,Dariaus Gerbutavičiaus g.,"47,45m2",2,2,1959,Brick,Central,Fully,nan,43500
Vilnius,Karoliniškės,Dariaus Gerbutavičiaus g.,"39,72m2",1,4,2015,Monolithic,Central thermostat,Fully,nan,128000
Vilnius,Karoliniškės,Dariaus Gerbutavičiaus g.,"28,64m2",1,7,1976,Brick,Central,Fully,nan,14000
Vilnius,Šnipiškės,S. Fino g.,"45,75m2",2,4,2023,Brick,"Sun energy, other",Partial,A+,159990
Vilnius,Žvėrynas,Lapių g.,"60,21m2",2,4,2022,Brick,Central thermostat,Partial,A+,258903
Vilnius,Grigiškės,Jaunimo skg.,"46,43m2",2,4,1968,Brick,Central,Fully,nan,96900
Panevėžys,Centras,Nemuno g.,"57,84m2",3,8,1985,Brick,Central,Fully,nan,36900
Klaipėda,Žardininkai,Žardininkų g.,37m2,1,1,1979,Block house,Central,Fully,nan,45000
Klaipėda,Tauralaukis,Klaipėdos g.,"35,37m2",2,2,2023,Brick,"Electric, aerothermal, other",Partial,A,97000
Klaipėda,Tauralaukis,Klaipėdos g.,"65,36m2",3,1,2023,Brick,"Electric, aerothermal",Partial,A,155000
Vilnius,Žvėrynas,Lapių g.,"77,47m2",3,2,2022,Brick,Central thermostat,Partial,nan,309880
Vilnius,Rasos,Liepkalnio g.,85m2,3,1,1940,Brick,Solid fuel,Fully,nan,135000
Klaipėda,Vingis,I. Simonaitytės g.,"64,36m2",3,5,1980,Block house,Central,Fully,nan,66000
Švenčionių r. sav.,Cirkliškio k.,Pušų g.,"61,35m2",3,2,1981,Brick,Solid fuel,Fully,nan,37000
Klaipėda,Varpai,Varpų g.,63m2,3,7,2021,Brick,Electric,Fully,nan,170000
Klaipėda,Varpai,Varpų g.,"49,25m2",2,4,1986,Brick,Central,Fully,nan,37500
Vilnius,Pilaitė,Gilužio g.,41m2,1,1,2004,Brick,Central thermostat,Fully,nan,110000
Alytus,Putinai,Žuvinto g.,"67,3m2",3,11,1978,Brick,Central,Fully,nan,59900
Kaišiadorių r. sav.,Stasiūnų k.,Pavasario g.,"53,5m2",2,1,1990,Block house,Central,Fully,nan,50000
Vilnius,Valakampiai,Vaidilutės g.,169m2,5,1,2019,Brick,Gas,Partial,nan,720000
Vilnius,Antakalnis,Vaidilutės g.,169m2,5,1,2019,Brick,Gas,Partial,nan,720000
Vilnius,Senamiestis,Subačiaus g.,57m2,3,3,2020,Brick,Central thermostat,Partial,B,395000
Vilnius,Naujamiestis,M. K. Čiurlionio g.,"64,37m2",3,1,1940,Brick,Electric,Not,nan,185000
Vilnius,Senamiestis,Subačiaus g.,"42,8m2",2,2,2020,Brick,Central thermostat,Partial,B,290000
Šilutės r. sav.,Juknaičių k.,Šilutės g.,"68,27m2",2,2,1922,Brick,Solid fuel,Other,nan,8500
Šiauliai,Centras,Dvaro g.,"34,29m2",1,1,1941,Brick,Central,Other,nan,17779
Šiauliai,Centras,Dvaro g.,"49,48m2",2,3,1964,Brick,Central,Partial,nan,260000
Klaipėda,Senamiestis,Tiltų g.,"62,43m2",2,3,1966,Brick,Central,Fully,nan,153000
Šiauliai,Žaliūkiai,Išradėjų g.,80m2,2,1,1978,Brick,Central,Fully,nan,79800
Šiauliai,Žaliūkiai,Išradėjų g.,63m2,3,2,1976,Block house,Central,Fully,nan,67000
Kaišiadorių r. sav.,Pravieniškių k.,Pravieniškių g.,52m2,2,4,1981,Brick,Central,Fully,nan,22000
Kaunas,Žaliakalnis,Žemaičių g.,"61,17m2",3,1,1939,Wooden house,Gas,Fully,nan,66000
Vilnius,Žirmūnai,Kalvarijų g.,28m2,2,3,2022,Brick,Central thermostat,Fully,nan,92000
Šiauliai,Centras,Rūdės g.,44m2,2,1,1971,Block house,Central,Fully,nan,69900
Klaipėda,Baltija,Baltijos pr.,52m2,2,1,1969,Brick,Central,Fully,nan,61500
Vilnius,Žirmūnai,Apkasų g.,"44,31m2",3,5,1964,Block house,Central,Fully,nan,129500
Klaipėdos r. sav.,Svencelės k.,Juodkrantės g.,45m2,3,1,2021,Brick,Geothermal,Fully,A+,199000
Vilnius,Viršuliškės,Viršuliškių g.,"49,56m2",2,7,2021,Block house,Aerothermal,Fully,nan,166000
Vilnius,Viršuliškės,Viršuliškių g.,"64,08m2",3,3,1985,Block house,Central,Fully,nan,48000
Panevėžys,Centras,Parko g.,"60,52m2",2,3,2022,Brick,Central thermostat,Partial,nan,78000
Vilnius,Karoliniškės,Virginijaus Druskio g.,"49,5m2",2,2,1972,Block house,Central,Fully,nan,88000
Vilnius,Lazdynėliai,Lazdynėlių g.,"55,25m2",3,3,2023,Brick,Central thermostat,Partial,nan,170000
Vilnius,Lazdynėliai,Lazdynėlių g.,"32,58m2",2,2,2023,Brick,Central thermostat,Partial,nan,108000
Vilnius,Lazdynėliai,Lazdynėlių g.,"31,28m2",1,2,2023,Brick,Central thermostat,Partial,nan,103000
Vilnius,Lazdynėliai,Lazdynėlių g.,"52,81m2",3,2,2023,Brick,Central thermostat,Partial,nan,160000
Vilnius,Lazdynėliai,Lazdynėlių g.,"35,52m2",2,2,2023,Brick,Central thermostat,Partial,nan,118000
Elektrėnų sav.,Vievio m.,Stoties g.,47m2,2,4,2021,Brick,Central thermostat,Fully,nan,89000
Elektrėnų sav.,Vievio m.,Stoties g.,"31,64m2",1,3,2021,Brick,Central thermostat,Fully,nan,69000
Vilnius,Lazdynėliai,Lazdynėlių g.,"43,96m2",2,2,2023,Brick,Central thermostat,Partial,nan,135000
Vilnius,Lazdynėliai,Lazdynėlių g.,49m2,2,5,1979,Block house,Central,Fully,nan,36000
